"Year","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
1979,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4265,,
1979,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1476,,
1979,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2789,,
1979,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1003,,
1979,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",489,,
1979,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",514,,
1979,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,394,,
1979,Occurrence,Gender,Female,PAR,Parkinson's disease,173,,
1979,Occurrence,Gender,Male,PAR,Parkinson's disease,221,,
1979,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,4376,,
1979,Occurrence,Gender,Female,PNF,Influenza and pneumonia,2152,,
1979,Occurrence,Gender,Male,PNF,Influenza and pneumonia,2224,,
1979,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,16242,,
1979,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9803,,
1979,Occurrence,Gender,Male,STK,Cerebrovascular diseases,6439,,
1979,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3554,,
1979,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),1062,,
1979,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2492,,
1979,Residence,Total Population,Total Population,ALL,All causes (total),177215,,
1979,Residence,Age,Under 1 year,ALL,All causes (total),4278,,
1979,Residence,Age,1-4 years,ALL,All causes (total),853,,
1979,Residence,Age,5-14 years,ALL,All causes (total),1003,,
1979,Residence,Age,15-24 years,ALL,All causes (total),5552,,
1979,Residence,Age,25-34 years,ALL,All causes (total),5666,,
1979,Residence,Age,35-44 years,ALL,All causes (total),5918,,
1979,Residence,Age,45-54 years,ALL,All causes (total),12810,,
1979,Residence,Age,55-64 years,ALL,All causes (total),26419,,
1979,Residence,Age,65-74 years,ALL,All causes (total),38905,,
1979,Residence,Age,75-84 years,ALL,All causes (total),44199,,
1979,Residence,Age,85 years and over,ALL,All causes (total),31476,,
1979,Residence,Gender,Female,ALL,All causes (total),81232,,
1979,Residence,Gender,Male,ALL,All causes (total),95983,,
1979,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,111,,
1979,Residence,Gender,Female,ALZ,Alzheimer's disease,46,,
1979,Residence,Gender,Male,ALZ,Alzheimer's disease,65,,
1979,Residence,Total Population,Total Population,CAN,Malignant neoplasms,38754,,
1979,Residence,Gender,Female,CAN,Malignant neoplasms,18369,,
1979,Residence,Gender,Male,CAN,Malignant neoplasms,20385,,
1979,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,5338,,
1979,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,1866,,
1979,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,3472,,
1979,Residence,Total Population,Total Population,DIA,Diabetes mellitus,2329,,
1979,Residence,Gender,Female,DIA,Diabetes mellitus,1334,,
1979,Residence,Gender,Male,DIA,Diabetes mellitus,995,,
1979,Residence,Total Population,Total Population,HOM,Assault (homicide),2966,,
1979,Residence,Gender,Female,HOM,Assault (homicide),591,,
1979,Residence,Gender,Male,HOM,Assault (homicide),2375,,
1979,Residence,Total Population,Total Population,HTD,Diseases of heart,63133,,
1979,Residence,Gender,Female,HTD,Diseases of heart,29137,,
1979,Residence,Gender,Male,HTD,Diseases of heart,33996,,
1979,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,617,,
1979,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,342,,
1979,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,275,,
1979,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10630,,
1979,Residence,Gender,Female,INJ,Accidents (unintentional injuries),3032,,
1979,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7598,,
1979,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4270,,
1979,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1485,,
1979,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2785,,
1979,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",993,,
1979,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",486,,
1979,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",507,,
1979,Residence,Total Population,Total Population,PAR,Parkinson's disease,390,,
1979,Residence,Gender,Female,PAR,Parkinson's disease,170,,
1979,Residence,Gender,Male,PAR,Parkinson's disease,220,,
1979,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,4355,,
1979,Residence,Gender,Female,PNF,Influenza and pneumonia,2143,,
1979,Residence,Gender,Male,PNF,Influenza and pneumonia,2212,,
1979,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,16165,,
1979,Residence,Gender,Female,STK,Cerebrovascular diseases,9744,,
1979,Residence,Gender,Male,STK,Cerebrovascular diseases,6421,,
1979,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3534,,
1979,Residence,Gender,Female,SUI,Intentional self-harm (suicide),1057,,
1979,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2477,,
1980,Occurrence,Total Population,Total Population,ALL,All causes (total),187410,,
1980,Occurrence,Age,Under 1 year,ALL,All causes (total),4458,,
1980,Occurrence,Age,1-4 years,ALL,All causes (total),826,,
1980,Occurrence,Age,5-14 years,ALL,All causes (total),1030,,
1980,Occurrence,Age,15-24 years,ALL,All causes (total),5506,,
1980,Occurrence,Age,25-34 years,ALL,All causes (total),6041,,
1980,Occurrence,Age,35-44 years,ALL,All causes (total),6162,,
1980,Occurrence,Age,45-54 years,ALL,All causes (total),12713,,
1980,Occurrence,Age,55-64 years,ALL,All causes (total),27271,,
1980,Occurrence,Age,65-74 years,ALL,All causes (total),41866,,
1980,Occurrence,Age,75-84 years,ALL,All causes (total),46662,,
1980,Occurrence,Age,85 years and over,ALL,All causes (total),34745,,
1980,Occurrence,Gender,Female,ALL,All causes (total),87224,,
1980,Occurrence,Gender,Male,ALL,All causes (total),100186,,
1980,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,140,,
1980,Occurrence,Gender,Female,ALZ,Alzheimer's disease,74,,
1980,Occurrence,Gender,Male,ALZ,Alzheimer's disease,66,,
1980,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,40456,,
1980,Occurrence,Gender,Female,CAN,Malignant neoplasms,19227,,
1980,Occurrence,Gender,Male,CAN,Malignant neoplasms,21229,,
1980,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,6129,,
1980,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,2259,,
1980,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,3870,,
1980,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,2611,,
1980,Occurrence,Gender,Female,DIA,Diabetes mellitus,1536,,
1980,Occurrence,Gender,Male,DIA,Diabetes mellitus,1075,,
1980,Occurrence,Total Population,Total Population,HOM,Assault (homicide),3473,,
1980,Occurrence,Gender,Female,HOM,Assault (homicide),671,,
1980,Occurrence,Gender,Male,HOM,Assault (homicide),2802,,
1980,Occurrence,Total Population,Total Population,HTD,Diseases of heart,66626,,
1980,Occurrence,Gender,Female,HTD,Diseases of heart,31327,,
1980,Occurrence,Gender,Male,HTD,Diseases of heart,35299,,
1980,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,745,,
1980,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,424,,
1980,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,321,,
1980,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10538,,
1980,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2995,,
1980,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7543,,
1980,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4500,,
1980,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1583,,
1980,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2917,,
1980,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1140,,
1980,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",532,,
1980,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",608,,
1980,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,421,,
1980,Occurrence,Gender,Female,PAR,Parkinson's disease,170,,
1980,Occurrence,Gender,Male,PAR,Parkinson's disease,251,,
1980,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,5610,,
1980,Occurrence,Gender,Female,PNF,Influenza and pneumonia,2873,,
1980,Occurrence,Gender,Male,PNF,Influenza and pneumonia,2737,,
1980,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,16738,,
1980,Occurrence,Gender,Female,STK,Cerebrovascular diseases,10255,,
1980,Occurrence,Gender,Male,STK,Cerebrovascular diseases,6483,,
1980,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3447,,
1980,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),947,,
1980,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2500,,
1980,Residence,Total Population,Total Population,ALL,All causes (total),186428,,
1980,Residence,Age,Under 1 year,ALL,All causes (total),4451,,
1980,Residence,Age,1-4 years,ALL,All causes (total),819,,
1980,Residence,Age,5-14 years,ALL,All causes (total),1015,,
1980,Residence,Age,15-24 years,ALL,All causes (total),5445,,
1980,Residence,Age,25-34 years,ALL,All causes (total),5971,,
1980,Residence,Age,35-44 years,ALL,All causes (total),6148,,
1980,Residence,Age,45-54 years,ALL,All causes (total),12657,,
1980,Residence,Age,55-64 years,ALL,All causes (total),27173,,
1980,Residence,Age,65-74 years,ALL,All causes (total),41608,,
1980,Residence,Age,75-84 years,ALL,All causes (total),46381,,
1980,Residence,Age,85 years and over,ALL,All causes (total),34613,,
1980,Residence,Gender,Female,ALL,All causes (total),86733,,
1980,Residence,Gender,Male,ALL,All causes (total),99695,,
1980,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,138,,
1980,Residence,Gender,Female,ALZ,Alzheimer's disease,73,,
1980,Residence,Gender,Male,ALZ,Alzheimer's disease,65,,
1980,Residence,Total Population,Total Population,CAN,Malignant neoplasms,40178,,
1980,Residence,Gender,Female,CAN,Malignant neoplasms,19078,,
1980,Residence,Gender,Male,CAN,Malignant neoplasms,21100,,
1980,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,6125,,
1980,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,2259,,
1980,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,3866,,
1980,Residence,Total Population,Total Population,DIA,Diabetes mellitus,2616,,
1980,Residence,Gender,Female,DIA,Diabetes mellitus,1534,,
1980,Residence,Gender,Male,DIA,Diabetes mellitus,1082,,
1980,Residence,Total Population,Total Population,HOM,Assault (homicide),3445,,
1980,Residence,Gender,Female,HOM,Assault (homicide),659,,
1980,Residence,Gender,Male,HOM,Assault (homicide),2786,,
1980,Residence,Total Population,Total Population,HTD,Diseases of heart,66271,,
1980,Residence,Gender,Female,HTD,Diseases of heart,31133,,
1980,Residence,Gender,Male,HTD,Diseases of heart,35138,,
1980,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,747,,
1980,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,428,,
1980,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,319,,
1980,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10503,,
1980,Residence,Gender,Female,INJ,Accidents (unintentional injuries),3010,,
1980,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7493,,
1980,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4477,,
1980,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1568,,
1980,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2909,,
1980,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1138,,
1980,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",533,,
1980,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",605,,
1980,Residence,Total Population,Total Population,PAR,Parkinson's disease,419,,
1980,Residence,Gender,Female,PAR,Parkinson's disease,170,,
1980,Residence,Gender,Male,PAR,Parkinson's disease,249,,
1980,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,5570,,
1980,Residence,Gender,Female,PNF,Influenza and pneumonia,2850,,
1980,Residence,Gender,Male,PNF,Influenza and pneumonia,2720,,
1980,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,16660,,
1980,Residence,Gender,Female,STK,Cerebrovascular diseases,10206,,
1980,Residence,Gender,Male,STK,Cerebrovascular diseases,6454,,
1980,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3429,,
1980,Residence,Gender,Female,SUI,Intentional self-harm (suicide),940,,
1980,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2489,,
1981,Occurrence,Total Population,Total Population,ALL,All causes (total),185675,,
1981,Occurrence,Age,Under 1 year,ALL,All causes (total),4281,,
1981,Occurrence,Age,1-4 years,ALL,All causes (total),875,,
1981,Occurrence,Age,5-14 years,ALL,All causes (total),940,,
1981,Occurrence,Age,15-24 years,ALL,All causes (total),5014,,
1981,Occurrence,Age,25-34 years,ALL,All causes (total),6110,,
1981,Occurrence,Age,35-44 years,ALL,All causes (total),6129,,
1981,Occurrence,Age,45-54 years,ALL,All causes (total),12420,,
1981,Occurrence,Age,55-64 years,ALL,All causes (total),26962,,
1981,Occurrence,Age,65-74 years,ALL,All causes (total),41686,,
1981,Occurrence,Age,75-84 years,ALL,All causes (total),46397,,
1981,Occurrence,Age,85 years and over,ALL,All causes (total),34750,,
1981,Occurrence,Gender,Female,ALL,All causes (total),86682,,
1981,Occurrence,Gender,Male,ALL,All causes (total),98993,,
1981,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,204,,
1981,Occurrence,Gender,Female,ALZ,Alzheimer's disease,113,,
1981,Occurrence,Gender,Male,ALZ,Alzheimer's disease,91,,
1981,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,41298,,
1981,Occurrence,Gender,Female,CAN,Malignant neoplasms,19625,,
1981,Occurrence,Gender,Male,CAN,Malignant neoplasms,21673,,
1981,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,6354,,
1981,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,2380,,
1981,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,3974,,
1981,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,2648,,
1981,Occurrence,Gender,Female,DIA,Diabetes mellitus,1503,,
1981,Occurrence,Gender,Male,DIA,Diabetes mellitus,1145,,
1981,Occurrence,Total Population,Total Population,HOM,Assault (homicide),3237,,
1981,Occurrence,Gender,Female,HOM,Assault (homicide),649,,
1981,Occurrence,Gender,Male,HOM,Assault (homicide),2588,,
1981,Occurrence,Total Population,Total Population,HTD,Diseases of heart,65651,,
1981,Occurrence,Gender,Female,HTD,Diseases of heart,30941,,
1981,Occurrence,Gender,Male,HTD,Diseases of heart,34710,,
1981,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,681,,
1981,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,369,,
1981,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,312,,
1981,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10037,,
1981,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2831,,
1981,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),7206,,
1981,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4223,,
1981,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1467,,
1981,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2756,,
1981,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1105,,
1981,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",559,,
1981,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",546,,
1981,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,474,,
1981,Occurrence,Gender,Female,PAR,Parkinson's disease,187,,
1981,Occurrence,Gender,Male,PAR,Parkinson's disease,287,,
1981,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,5639,,
1981,Occurrence,Gender,Female,PNF,Influenza and pneumonia,2920,,
1981,Occurrence,Gender,Male,PNF,Influenza and pneumonia,2719,,
1981,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,15900,,
1981,Occurrence,Gender,Female,STK,Cerebrovascular diseases,9837,,
1981,Occurrence,Gender,Male,STK,Cerebrovascular diseases,6063,,
1981,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3579,,
1981,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),1010,,
1981,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),2569,,
1981,Residence,Total Population,Total Population,ALL,All causes (total),184732,,
1981,Residence,Age,Under 1 year,ALL,All causes (total),4276,,
1981,Residence,Age,1-4 years,ALL,All causes (total),874,,
1981,Residence,Age,5-14 years,ALL,All causes (total),941,,
1981,Residence,Age,15-24 years,ALL,All causes (total),4956,,
1981,Residence,Age,25-34 years,ALL,All causes (total),6070,,
1981,Residence,Age,35-44 years,ALL,All causes (total),6100,,
1981,Residence,Age,45-54 years,ALL,All causes (total),12364,,
1981,Residence,Age,55-64 years,ALL,All causes (total),26870,,
1981,Residence,Age,65-74 years,ALL,All causes (total),41391,,
1981,Residence,Age,75-84 years,ALL,All causes (total),46104,,
1981,Residence,Age,85 years and over,ALL,All causes (total),34646,,
1981,Residence,Gender,Female,ALL,All causes (total),86294,,
1981,Residence,Gender,Male,ALL,All causes (total),98438,,
1981,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,206,,
1981,Residence,Gender,Female,ALZ,Alzheimer's disease,113,,
1981,Residence,Gender,Male,ALZ,Alzheimer's disease,93,,
1981,Residence,Total Population,Total Population,CAN,Malignant neoplasms,40975,,
1981,Residence,Gender,Female,CAN,Malignant neoplasms,19462,,
1981,Residence,Gender,Male,CAN,Malignant neoplasms,21513,,
1981,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,6333,,
1981,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,2368,,
1981,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,3965,,
1981,Residence,Total Population,Total Population,DIA,Diabetes mellitus,2636,,
1981,Residence,Gender,Female,DIA,Diabetes mellitus,1498,,
1981,Residence,Gender,Male,DIA,Diabetes mellitus,1138,,
1981,Residence,Total Population,Total Population,HOM,Assault (homicide),3196,,
1981,Residence,Gender,Female,HOM,Assault (homicide),644,,
1981,Residence,Gender,Male,HOM,Assault (homicide),2552,,
1981,Residence,Total Population,Total Population,HTD,Diseases of heart,65323,,
1981,Residence,Gender,Female,HTD,Diseases of heart,30821,,
1981,Residence,Gender,Male,HTD,Diseases of heart,34502,,
1981,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,682,,
1981,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,371,,
1981,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,311,,
1981,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),10036,,
1981,Residence,Gender,Female,INJ,Accidents (unintentional injuries),2864,,
1981,Residence,Gender,Male,INJ,Accidents (unintentional injuries),7172,,
1981,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4212,,
1981,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1462,,
1981,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2750,,
1981,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1095,,
1981,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",553,,
1981,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",542,,
1981,Residence,Total Population,Total Population,PAR,Parkinson's disease,475,,
1981,Residence,Gender,Female,PAR,Parkinson's disease,188,,
1981,Residence,Gender,Male,PAR,Parkinson's disease,287,,
1981,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,5616,,
1981,Residence,Gender,Female,PNF,Influenza and pneumonia,2902,,
1981,Residence,Gender,Male,PNF,Influenza and pneumonia,2714,,
1981,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,15827,,
1981,Residence,Gender,Female,STK,Cerebrovascular diseases,9797,,
1981,Residence,Gender,Male,STK,Cerebrovascular diseases,6030,,
1981,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),3554,,
1981,Residence,Gender,Female,SUI,Intentional self-harm (suicide),1009,,
1981,Residence,Gender,Male,SUI,Intentional self-harm (suicide),2545,,
1982,Occurrence,Total Population,Total Population,ALL,All causes (total),189075,,
1982,Occurrence,Age,Under 1 year,ALL,All causes (total),4233,,
1982,Occurrence,Age,1-4 years,ALL,All causes (total),826,,
1982,Occurrence,Age,5-14 years,ALL,All causes (total),905,,
1982,Occurrence,Age,15-24 years,ALL,All causes (total),4714,,
1982,Occurrence,Age,25-34 years,ALL,All causes (total),6027,,
1982,Occurrence,Age,35-44 years,ALL,All causes (total),6317,,
1982,Occurrence,Age,45-54 years,ALL,All causes (total),12052,,
1982,Occurrence,Age,55-64 years,ALL,All causes (total),27411,,
1982,Occurrence,Age,65-74 years,ALL,All causes (total),42676,,
1982,Occurrence,Age,75-84 years,ALL,All causes (total),48015,,
1982,Occurrence,Age,85 years and over,ALL,All causes (total),35808,,
1982,Occurrence,Gender,Female,ALL,All causes (total),88458,,
1982,Occurrence,Gender,Male,ALL,All causes (total),100617,,
1982,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,279,,
1982,Occurrence,Gender,Female,ALZ,Alzheimer's disease,139,,
1982,Occurrence,Gender,Male,ALZ,Alzheimer's disease,140,,
1982,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,43040,,
1982,Occurrence,Gender,Female,CAN,Malignant neoplasms,20599,,
1982,Occurrence,Gender,Male,CAN,Malignant neoplasms,22441,,
1982,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,6680,,
1982,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,2641,,
1982,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,4039,,
1982,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,2651,,
1982,Occurrence,Gender,Female,DIA,Diabetes mellitus,1530,,
1982,Occurrence,Gender,Male,DIA,Diabetes mellitus,1121,,
1982,Occurrence,Total Population,Total Population,HOM,Assault (homicide),2886,,
1982,Occurrence,Gender,Female,HOM,Assault (homicide),626,,
1982,Occurrence,Gender,Male,HOM,Assault (homicide),2260,,
1982,Occurrence,Total Population,Total Population,HTD,Diseases of heart,67614,,
1982,Occurrence,Gender,Female,HTD,Diseases of heart,31791,,
1982,Occurrence,Gender,Male,HTD,Diseases of heart,35823,,
1982,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,712,,
1982,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,374,,
1982,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,338,,
1982,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),9547,,
1982,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),2760,,
1982,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),6787,,
1982,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,4159,,
1982,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,1471,,
1982,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,2688,,
1982,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",1220,,
1982,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",592,,
1982,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",628,,
1982,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,439,,
1982,Occurrence,Gender,Female,PAR,Parkinson's disease,182,,
1982,Occurrence,Gender,Male,PAR,Parkinson's disease,257,,
1982,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,5479,,
1982,Occurrence,Gender,Female,PNF,Influenza and pneumonia,2764,,
1982,Occurrence,Gender,Male,PNF,Influenza and pneumonia,2715,,
