"Year","Month","Geography_Type","Strata","Strata_Name","Cause","Cause_Desc","Count","Annotation_Code","Annotation_Desc"
1979,01,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,159,,
1979,01,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,273,,
1979,01,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",98,,
1979,01,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",46,,
1979,01,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",52,,
1979,01,Residence,Total Population,Total Population,PAR,Parkinson's disease,30,,
1979,01,Residence,Gender,Female,PAR,Parkinson's disease,,1,Cell suppressed for small numbers
1979,01,Residence,Gender,Male,PAR,Parkinson's disease,,2,Cell suppressed for complementary cell
1979,01,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,419,,
1979,01,Residence,Gender,Female,PNF,Influenza and pneumonia,211,,
1979,01,Residence,Gender,Male,PNF,Influenza and pneumonia,208,,
1979,01,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,1535,,
1979,01,Residence,Gender,Female,STK,Cerebrovascular diseases,944,,
1979,01,Residence,Gender,Male,STK,Cerebrovascular diseases,591,,
1979,01,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),313,,
1979,01,Residence,Gender,Female,SUI,Intentional self-harm (suicide),86,,
1979,01,Residence,Gender,Male,SUI,Intentional self-harm (suicide),227,,
1979,02,Occurrence,Total Population,Total Population,ALL,All causes (total),14131,,
1979,02,Occurrence,Age,Under 1 year,ALL,All causes (total),366,,
1979,02,Occurrence,Age,1-4 years,ALL,All causes (total),60,,
1979,02,Occurrence,Age,5-14 years,ALL,All causes (total),57,,
1979,02,Occurrence,Age,15-24 years,ALL,All causes (total),417,,
1979,02,Occurrence,Age,25-34 years,ALL,All causes (total),438,,
1979,02,Occurrence,Age,35-44 years,ALL,All causes (total),443,,
1979,02,Occurrence,Age,45-54 years,ALL,All causes (total),1015,,
1979,02,Occurrence,Age,55-64 years,ALL,All causes (total),2099,,
1979,02,Occurrence,Age,65-74 years,ALL,All causes (total),3103,,
1979,02,Occurrence,Age,75-84 years,ALL,All causes (total),3512,,
1979,02,Occurrence,Age,85 years and over,ALL,All causes (total),2605,,
1979,02,Occurrence,Gender,Female,ALL,All causes (total),6391,,
1979,02,Occurrence,Gender,Male,ALL,All causes (total),7740,,
1979,02,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,02,Occurrence,Gender,Female,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,02,Occurrence,Gender,Male,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,02,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,2965,,
1979,02,Occurrence,Gender,Female,CAN,Malignant neoplasms,1361,,
1979,02,Occurrence,Gender,Male,CAN,Malignant neoplasms,1604,,
1979,02,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,433,,
1979,02,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,151,,
1979,02,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,282,,
1979,02,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,173,,
1979,02,Occurrence,Gender,Female,DIA,Diabetes mellitus,103,,
1979,02,Occurrence,Gender,Male,DIA,Diabetes mellitus,70,,
1979,02,Occurrence,Total Population,Total Population,HOM,Assault (homicide),217,,
1979,02,Occurrence,Gender,Female,HOM,Assault (homicide),29,,
1979,02,Occurrence,Gender,Male,HOM,Assault (homicide),188,,
1979,02,Occurrence,Total Population,Total Population,HTD,Diseases of heart,5230,,
1979,02,Occurrence,Gender,Female,HTD,Diseases of heart,2358,,
1979,02,Occurrence,Gender,Male,HTD,Diseases of heart,2872,,
1979,02,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,43,,
1979,02,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,22,,
1979,02,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,21,,
1979,02,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),758,,
1979,02,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),241,,
1979,02,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),517,,
1979,02,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,338,,
1979,02,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,112,,
1979,02,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,226,,
1979,02,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",72,,
1979,02,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",35,,
1979,02,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",37,,
1979,02,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,41,,
1979,02,Occurrence,Gender,Female,PAR,Parkinson's disease,20,,
1979,02,Occurrence,Gender,Male,PAR,Parkinson's disease,21,,
1979,02,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,378,,
1979,02,Occurrence,Gender,Female,PNF,Influenza and pneumonia,182,,
1979,02,Occurrence,Gender,Male,PNF,Influenza and pneumonia,196,,
1979,02,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,1326,,
1979,02,Occurrence,Gender,Female,STK,Cerebrovascular diseases,779,,
1979,02,Occurrence,Gender,Male,STK,Cerebrovascular diseases,547,,
1979,02,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),264,,
1979,02,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),74,,
1979,02,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),190,,
1979,02,Residence,Total Population,Total Population,ALL,All causes (total),13989,,
1979,02,Residence,Age,Under 1 year,ALL,All causes (total),366,,
1979,02,Residence,Age,1-4 years,ALL,All causes (total),59,,
1979,02,Residence,Age,5-14 years,ALL,All causes (total),59,,
1979,02,Residence,Age,15-24 years,ALL,All causes (total),416,,
1979,02,Residence,Age,25-34 years,ALL,All causes (total),427,,
1979,02,Residence,Age,35-44 years,ALL,All causes (total),434,,
1979,02,Residence,Age,45-54 years,ALL,All causes (total),1012,,
1979,02,Residence,Age,55-64 years,ALL,All causes (total),2068,,
1979,02,Residence,Age,65-74 years,ALL,All causes (total),3078,,
1979,02,Residence,Age,75-84 years,ALL,All causes (total),3466,,
1979,02,Residence,Age,85 years and over,ALL,All causes (total),2586,,
1979,02,Residence,Gender,Female,ALL,All causes (total),6350,,
1979,02,Residence,Gender,Male,ALL,All causes (total),7639,,
1979,02,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,02,Residence,Gender,Female,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,02,Residence,Gender,Male,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,02,Residence,Total Population,Total Population,CAN,Malignant neoplasms,2935,,
1979,02,Residence,Gender,Female,CAN,Malignant neoplasms,1353,,
1979,02,Residence,Gender,Male,CAN,Malignant neoplasms,1582,,
1979,02,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,428,,
1979,02,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,149,,
1979,02,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,279,,
1979,02,Residence,Total Population,Total Population,DIA,Diabetes mellitus,173,,
1979,02,Residence,Gender,Female,DIA,Diabetes mellitus,101,,
1979,02,Residence,Gender,Male,DIA,Diabetes mellitus,72,,
1979,02,Residence,Total Population,Total Population,HOM,Assault (homicide),208,,
1979,02,Residence,Gender,Female,HOM,Assault (homicide),28,,
1979,02,Residence,Gender,Male,HOM,Assault (homicide),180,,
1979,02,Residence,Total Population,Total Population,HTD,Diseases of heart,5159,,
1979,02,Residence,Gender,Female,HTD,Diseases of heart,2335,,
1979,02,Residence,Gender,Male,HTD,Diseases of heart,2824,,
1979,02,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,43,,
1979,02,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,22,,
1979,02,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,21,,
1979,02,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),759,,
1979,02,Residence,Gender,Female,INJ,Accidents (unintentional injuries),242,,
1979,02,Residence,Gender,Male,INJ,Accidents (unintentional injuries),517,,
1979,02,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,338,,
1979,02,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,116,,
1979,02,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,222,,
1979,02,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",71,,
1979,02,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",35,,
1979,02,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",36,,
1979,02,Residence,Total Population,Total Population,PAR,Parkinson's disease,40,,
1979,02,Residence,Gender,Female,PAR,Parkinson's disease,19,,
1979,02,Residence,Gender,Male,PAR,Parkinson's disease,21,,
1979,02,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,376,,
1979,02,Residence,Gender,Female,PNF,Influenza and pneumonia,180,,
1979,02,Residence,Gender,Male,PNF,Influenza and pneumonia,196,,
1979,02,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,1315,,
1979,02,Residence,Gender,Female,STK,Cerebrovascular diseases,777,,
1979,02,Residence,Gender,Male,STK,Cerebrovascular diseases,538,,
1979,02,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),267,,
1979,02,Residence,Gender,Female,SUI,Intentional self-harm (suicide),74,,
1979,02,Residence,Gender,Male,SUI,Intentional self-harm (suicide),193,,
1979,03,Occurrence,Total Population,Total Population,ALL,All causes (total),15391,,
1979,03,Occurrence,Age,Under 1 year,ALL,All causes (total),375,,
1979,03,Occurrence,Age,1-4 years,ALL,All causes (total),91,,
1979,03,Occurrence,Age,5-14 years,ALL,All causes (total),77,,
1979,03,Occurrence,Age,15-24 years,ALL,All causes (total),441,,
1979,03,Occurrence,Age,25-34 years,ALL,All causes (total),467,,
1979,03,Occurrence,Age,35-44 years,ALL,All causes (total),473,,
1979,03,Occurrence,Age,45-54 years,ALL,All causes (total),1122,,
1979,03,Occurrence,Age,55-64 years,ALL,All causes (total),2341,,
1979,03,Occurrence,Age,65-74 years,ALL,All causes (total),3436,,
1979,03,Occurrence,Age,75-84 years,ALL,All causes (total),3875,,
1979,03,Occurrence,Age,85 years and over,ALL,All causes (total),2680,,
1979,03,Occurrence,Gender,Female,ALL,All causes (total),7100,,
1979,03,Occurrence,Gender,Male,ALL,All causes (total),8291,,
1979,03,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,03,Occurrence,Gender,Female,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,03,Occurrence,Gender,Male,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,03,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,3292,,
1979,03,Occurrence,Gender,Female,CAN,Malignant neoplasms,1562,,
1979,03,Occurrence,Gender,Male,CAN,Malignant neoplasms,1730,,
1979,03,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,484,,
1979,03,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,158,,
1979,03,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,326,,
1979,03,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,212,,
1979,03,Occurrence,Gender,Female,DIA,Diabetes mellitus,111,,
1979,03,Occurrence,Gender,Male,DIA,Diabetes mellitus,101,,
1979,03,Occurrence,Total Population,Total Population,HOM,Assault (homicide),239,,
1979,03,Occurrence,Gender,Female,HOM,Assault (homicide),49,,
1979,03,Occurrence,Gender,Male,HOM,Assault (homicide),190,,
1979,03,Occurrence,Total Population,Total Population,HTD,Diseases of heart,5614,,
1979,03,Occurrence,Gender,Female,HTD,Diseases of heart,2571,,
1979,03,Occurrence,Gender,Male,HTD,Diseases of heart,3043,,
1979,03,Occurrence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,49,,
1979,03,Occurrence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,23,,
1979,03,Occurrence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,26,,
1979,03,Occurrence,Total Population,Total Population,INJ,Accidents (unintentional injuries),834,,
1979,03,Occurrence,Gender,Female,INJ,Accidents (unintentional injuries),240,,
1979,03,Occurrence,Gender,Male,INJ,Accidents (unintentional injuries),594,,
1979,03,Occurrence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,330,,
1979,03,Occurrence,Gender,Female,LIV,Chronic liver disease and cirrhosis,118,,
1979,03,Occurrence,Gender,Male,LIV,Chronic liver disease and cirrhosis,212,,
1979,03,Occurrence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",95,,
1979,03,Occurrence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",45,,
1979,03,Occurrence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",50,,
1979,03,Occurrence,Total Population,Total Population,PAR,Parkinson's disease,28,,
1979,03,Occurrence,Gender,Female,PAR,Parkinson's disease,12,,
1979,03,Occurrence,Gender,Male,PAR,Parkinson's disease,16,,
1979,03,Occurrence,Total Population,Total Population,PNF,Influenza and pneumonia,391,,
1979,03,Occurrence,Gender,Female,PNF,Influenza and pneumonia,190,,
1979,03,Occurrence,Gender,Male,PNF,Influenza and pneumonia,201,,
1979,03,Occurrence,Total Population,Total Population,STK,Cerebrovascular diseases,1384,,
1979,03,Occurrence,Gender,Female,STK,Cerebrovascular diseases,873,,
1979,03,Occurrence,Gender,Male,STK,Cerebrovascular diseases,511,,
1979,03,Occurrence,Total Population,Total Population,SUI,Intentional self-harm (suicide),331,,
1979,03,Occurrence,Gender,Female,SUI,Intentional self-harm (suicide),105,,
1979,03,Occurrence,Gender,Male,SUI,Intentional self-harm (suicide),226,,
1979,03,Residence,Total Population,Total Population,ALL,All causes (total),15246,,
1979,03,Residence,Age,Under 1 year,ALL,All causes (total),377,,
1979,03,Residence,Age,1-4 years,ALL,All causes (total),93,,
1979,03,Residence,Age,5-14 years,ALL,All causes (total),77,,
1979,03,Residence,Age,15-24 years,ALL,All causes (total),440,,
1979,03,Residence,Age,25-34 years,ALL,All causes (total),457,,
1979,03,Residence,Age,35-44 years,ALL,All causes (total),464,,
1979,03,Residence,Age,45-54 years,ALL,All causes (total),1118,,
1979,03,Residence,Age,55-64 years,ALL,All causes (total),2312,,
1979,03,Residence,Age,65-74 years,ALL,All causes (total),3400,,
1979,03,Residence,Age,75-84 years,ALL,All causes (total),3822,,
1979,03,Residence,Age,85 years and over,ALL,All causes (total),2673,,
1979,03,Residence,Gender,Female,ALL,All causes (total),7020,,
1979,03,Residence,Gender,Male,ALL,All causes (total),8226,,
1979,03,Residence,Total Population,Total Population,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,03,Residence,Gender,Female,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,03,Residence,Gender,Male,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,03,Residence,Total Population,Total Population,CAN,Malignant neoplasms,3263,,
1979,03,Residence,Gender,Female,CAN,Malignant neoplasms,1545,,
1979,03,Residence,Gender,Male,CAN,Malignant neoplasms,1718,,
1979,03,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,478,,
1979,03,Residence,Gender,Female,CLD,Chronic lower respiratory diseases,156,,
1979,03,Residence,Gender,Male,CLD,Chronic lower respiratory diseases,322,,
1979,03,Residence,Total Population,Total Population,DIA,Diabetes mellitus,213,,
1979,03,Residence,Gender,Female,DIA,Diabetes mellitus,111,,
1979,03,Residence,Gender,Male,DIA,Diabetes mellitus,102,,
1979,03,Residence,Total Population,Total Population,HOM,Assault (homicide),237,,
1979,03,Residence,Gender,Female,HOM,Assault (homicide),48,,
1979,03,Residence,Gender,Male,HOM,Assault (homicide),189,,
1979,03,Residence,Total Population,Total Population,HTD,Diseases of heart,5539,,
1979,03,Residence,Gender,Female,HTD,Diseases of heart,2540,,
1979,03,Residence,Gender,Male,HTD,Diseases of heart,2999,,
1979,03,Residence,Total Population,Total Population,HYP,Essential hypertension and hypertensive renal disease,49,,
1979,03,Residence,Gender,Female,HYP,Essential hypertension and hypertensive renal disease,23,,
1979,03,Residence,Gender,Male,HYP,Essential hypertension and hypertensive renal disease,26,,
1979,03,Residence,Total Population,Total Population,INJ,Accidents (unintentional injuries),830,,
1979,03,Residence,Gender,Female,INJ,Accidents (unintentional injuries),234,,
1979,03,Residence,Gender,Male,INJ,Accidents (unintentional injuries),596,,
1979,03,Residence,Total Population,Total Population,LIV,Chronic liver disease and cirrhosis,329,,
1979,03,Residence,Gender,Female,LIV,Chronic liver disease and cirrhosis,119,,
1979,03,Residence,Gender,Male,LIV,Chronic liver disease and cirrhosis,210,,
1979,03,Residence,Total Population,Total Population,NEP,"Nephritis, nephrotic syndrome and nephrosis",93,,
1979,03,Residence,Gender,Female,NEP,"Nephritis, nephrotic syndrome and nephrosis",44,,
1979,03,Residence,Gender,Male,NEP,"Nephritis, nephrotic syndrome and nephrosis",49,,
1979,03,Residence,Total Population,Total Population,PAR,Parkinson's disease,28,,
1979,03,Residence,Gender,Female,PAR,Parkinson's disease,12,,
1979,03,Residence,Gender,Male,PAR,Parkinson's disease,16,,
1979,03,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,392,,
1979,03,Residence,Gender,Female,PNF,Influenza and pneumonia,190,,
1979,03,Residence,Gender,Male,PNF,Influenza and pneumonia,202,,
1979,03,Residence,Total Population,Total Population,STK,Cerebrovascular diseases,1367,,
1979,03,Residence,Gender,Female,STK,Cerebrovascular diseases,860,,
1979,03,Residence,Gender,Male,STK,Cerebrovascular diseases,507,,
1979,03,Residence,Total Population,Total Population,SUI,Intentional self-harm (suicide),329,,
1979,03,Residence,Gender,Female,SUI,Intentional self-harm (suicide),104,,
1979,03,Residence,Gender,Male,SUI,Intentional self-harm (suicide),225,,
1979,04,Occurrence,Total Population,Total Population,ALL,All causes (total),14975,,
1979,04,Occurrence,Age,Under 1 year,ALL,All causes (total),348,,
1979,04,Occurrence,Age,1-4 years,ALL,All causes (total),65,,
1979,04,Occurrence,Age,5-14 years,ALL,All causes (total),90,,
1979,04,Occurrence,Age,15-24 years,ALL,All causes (total),407,,
1979,04,Occurrence,Age,25-34 years,ALL,All causes (total),460,,
1979,04,Occurrence,Age,35-44 years,ALL,All causes (total),444,,
1979,04,Occurrence,Age,45-54 years,ALL,All causes (total),1070,,
1979,04,Occurrence,Age,55-64 years,ALL,All causes (total),2270,,
1979,04,Occurrence,Age,65-74 years,ALL,All causes (total),3364,,
1979,04,Occurrence,Age,75-84 years,ALL,All causes (total),3710,,
1979,04,Occurrence,Age,85 years and over,ALL,All causes (total),2735,,
1979,04,Occurrence,Gender,Female,ALL,All causes (total),6843,,
1979,04,Occurrence,Gender,Male,ALL,All causes (total),8132,,
1979,04,Occurrence,Total Population,Total Population,ALZ,Alzheimer's disease,14,,
1979,04,Occurrence,Gender,Female,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,04,Occurrence,Gender,Male,ALZ,Alzheimer's disease,,1,Cell suppressed for small numbers
1979,04,Occurrence,Total Population,Total Population,CAN,Malignant neoplasms,3245,,
1979,04,Occurrence,Gender,Female,CAN,Malignant neoplasms,1497,,
1979,04,Occurrence,Gender,Male,CAN,Malignant neoplasms,1748,,
1979,04,Occurrence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,510,,
1979,04,Occurrence,Gender,Female,CLD,Chronic lower respiratory diseases,177,,
1979,04,Occurrence,Gender,Male,CLD,Chronic lower respiratory diseases,333,,
1979,04,Occurrence,Total Population,Total Population,DIA,Diabetes mellitus,213,,
1979,04,Occurrence,Gender,Female,DIA,Diabetes mellitus,121,,
1979,04,Occurrence,Gender,Male,DIA,Diabetes mellitus,92,,
1979,04,Occurrence,Total Population,Total Population,HOM,Assault (homicide),238,,
1979,04,Occurrence,Gender,Female,HOM,Assault (homicide),43,,
1979,04,Occurrence,Gender,Male,HOM,Assault (homicide),195,,
